C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_112.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_112.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_112.jpg, 0, 0, 0, 7.775857E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_226.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_226.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_226.jpg, 0, 0, 0, 7.819118E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_339.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_339.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_339.jpg, 0, 0, 0, 8.012645E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_442.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_442.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_442.jpg, 0, 0, 0, 7.875207E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_555.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_555.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_555.jpg, 0, 0, 0, 7.93481E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_659.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_659.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_659.jpg, 0, 0, 0, 8.427094E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_778.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_778.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_778.jpg, 0, 0, 0, 7.832587E-05
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_886.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_886.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_886.jpg, 0, 0.0791718, 0, 0.05381649
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_03_996.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_03_996.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_03_996.jpg, 0, 0.3931878, 0, 0.3762321
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_121.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_121.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_121.jpg, 0, 0.7624233, 0, 1.214914
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_229.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_229.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_229.jpg, 0, 1, 0, 2.559578
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_352.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_352.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_352.jpg, 0, 1, 0, 3.966891
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_473.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_473.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_473.jpg, 0, 1, 0, 5.365162
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_575.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_575.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_575.jpg, -0.3035823, 1, 0, 6.498908
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_684.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_684.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_684.jpg, 0, 1, 0, 7.866544
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_794.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_794.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_794.jpg, 0, 1, 0, 8.993847
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_04_923.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_04_923.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_04_923.jpg, -0.3819405, 1, 0, 10.503
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_044.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_044.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_044.jpg, -0.01885352, 1, 0, 11.65493
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_148.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_148.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_148.jpg, -0.3353499, 1, 0, 12.97249
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_272.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_272.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_272.jpg, 0, 1, 0, 14.1593
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_396.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_396.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_396.jpg, 0, 1, 0, 15.41533
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_515.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_515.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_515.jpg, -0.3557916, 1, 0, 16.59163
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_634.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_634.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_634.jpg, 0, 1, 0, 17.83014
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_738.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_738.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_738.jpg, 0, 1, 0, 19.07465
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_862.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_862.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_862.jpg, -0.3670311, 1, 0, 20.2412
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_05_989.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_05_989.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_05_989.jpg, 0, 1, 0, 21.46263
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_111.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_111.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_111.jpg, -0.3638664, 1, 0, 22.62918
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_222.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_222.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_222.jpg, -0.6978111, 1, 0, 23.5505
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_343.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_343.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_343.jpg, -0.3352697, 1, 0, 24.71252
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_453.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_453.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_453.jpg, -0.002207056, 1, 0, 25.66931
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_556.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_556.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_556.jpg, -0.3106179, 1, 0, 26.61075
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_660.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_660.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_660.jpg, -0.001478657, 1, 0, 27.73888
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_780.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_780.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_780.jpg, 0, 1, 0, 28.84968
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_06_899.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_06_899.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_06_899.jpg, 0, 1, 0, 29.95008
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_034.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_034.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_034.jpg, 0, 1, 0, 30.19032
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_162.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_162.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_162.jpg, 0, 1, 0, 30.18937
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_284.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_284.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_284.jpg, -0.1746324, 1, 0, 30.1882
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_399.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_399.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_399.jpg, 0, 1, 0, 30.19007
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_500.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_500.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_500.jpg, 0, 1, 0, 30.19026
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_606.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_606.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_606.jpg, -0.1014021, 1, 0, 30.18742
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_712.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_712.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_712.jpg, -0.4213254, 1, 0, 30.15695
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_818.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_818.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_818.jpg, -0.4209234, 1, 0, 30.1803
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_07_926.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_07_926.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_07_926.jpg, -0.0955857, 1, 0, 30.19293
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_041.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_041.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_041.jpg, 0, 1, 0, 30.18951
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_154.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_154.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_154.jpg, 0, 1, 0, 30.19026
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_260.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_260.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_260.jpg, 0, 1, 0, 30.19029
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_384.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_384.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_384.jpg, 0, 1, 0, 30.19033
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_514.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_514.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_514.jpg, 0, 1, 0, 30.19031
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_631.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_631.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_631.jpg, 0, 1, 0, 30.19008
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_747.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_747.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_747.jpg, -0.09310829, 1, 0, 30.18737
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_876.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_876.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_876.jpg, 0, 1, 0, 30.19032
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_08_981.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_08_981.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_08_981.jpg, 0, 1, 0, 30.1903
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_106.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_106.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_106.jpg, 0, 1, 0, 30.19033
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_211.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_211.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_211.jpg, -0.1541517, 1, 0, 30.18383
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_314.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_314.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_314.jpg, 0, 1, 0, 30.19022
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_419.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_419.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_419.jpg, 0, 1, 0, 30.19037
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_530.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_530.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_530.jpg, -0.08698741, 1, 0, 30.1885
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_643.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_643.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_643.jpg, -0.4206756, 1, 0, 30.15191
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_745.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_745.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_745.jpg, -0.1131168, 1, 0, 30.19084
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_864.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_864.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_864.jpg, 0, 1, 0, 30.191
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_09_993.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_09_993.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_09_993.jpg, -0.1018446, 1, 0, 30.18839
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_10_115.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_10_115.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_10_115.jpg, -0.2743014, 1, 0, 30.18141
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_10_231.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_10_231.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_10_231.jpg, 0, 1, 0, 30.18909
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_10_349.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_10_349.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_10_349.jpg, 0, 1, 0, 30.1891
C:\Users\Dell\Downloads\simulator-windows-64\IMG\center_2023_06_28_01_03_10_472.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\left_2023_06_28_01_03_10_472.jpg, C:\Users\Dell\Downloads\simulator-windows-64\IMG\right_2023_06_28_01_03_10_472.jpg, 0, 1, 0, 30.19002
